,products_id,products_name,products_model,url,image_url,format_products_price,format_final_price,products_price,final_price,discount,actDesc,wishlist,wish_count,is_new,codCountry,list_type,actListType,mjnz_all,mjnz,tip,title,sizeType,s_amount,s_total_price,s_format_special_total_price,logo_pro_image,showColor,colorImages,mjnz_all.4,mjnz.key,mjnz.value
19,1349067,Baggy Loose Cotton Harem Pants,SKUA34045,https://sea.newchic.com/charmkpr-pants-4975/p-1349067.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F7/5E/5cb9df8b-2766-448f-a595-2b545c013812.jpg?s=360x480,,"Rp542,429.54",36.79,36.79,0,,False,12564,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/F7/5E/5cb9df8b-2766-448f-a595-2b545c013812.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F7/5E/5cb9df8b-2766-448f-a595-2b545c013812.jpg', 'selectImg': False}, {'color': 'Coffee', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/E8/D1/04c5a38a-928c-4973-b090-c290fe037752.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E8/D1/04c5a38a-928c-4973-b090-c290fe037752.jpg', 'selectImg': False}, {'color': 'Army Green', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/36/E9/13fdcecf-a0b3-4e97-9e2e-509dc3667fcb.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/36/E9/13fdcecf-a0b3-4e97-9e2e-509dc3667fcb.jpg', 'selectImg': False}]",,,
20,1883440,Japanese Waves Print Kimono Outfits,SKUI24667,https://sea.newchic.com/two-pieces-outfits-9989/p-1883440.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/70/55/0023ae3e-ab39-475a-8da0-7d7369206766.jpg?s=360x480,,"Rp525,474.01",35.64,35.64,0,,False,1629,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'Red', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/2D/7D/16bf8e3d-573c-4c60-9354-656366f80537.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2D/7D/16bf8e3d-573c-4c60-9354-656366f80537.jpg', 'selectImg': False}, {'color': 'Blue', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/76/BB/8abd7e6e-c94f-42dc-9c8c-7e6622347c20.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/76/BB/8abd7e6e-c94f-42dc-9c8c-7e6622347c20.jpg', 'selectImg': False}, {'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/5D/C0/9b50f447-ff27-44c8-b6fa-4e0c0c16e0fa.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5D/C0/9b50f447-ff27-44c8-b6fa-4e0c0c16e0fa.jpg', 'selectImg': False}]",,,
21,1893018,Plum Bossom Pirnt Kimono Outfits,SKUI47078,https://sea.newchic.com/charmkpr-two-pieces-outfits-9989/p-1893018.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BA/86/9c5c655f-3afd-4b84-b36e-d08690326c5a.jpg?s=360x480,,"Rp576,340.60",39.09,39.09,0,,False,742,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/BA/86/9c5c655f-3afd-4b84-b36e-d08690326c5a.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BA/86/9c5c655f-3afd-4b84-b36e-d08690326c5a.jpg', 'selectImg': False}]",,,
22,1893511,Paisley Scarf Japanese Print Kimono Outfits,SKUI46684,https://sea.newchic.com/two-pieces-outfits-9989/p-1893511.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EF/9C/2f37a919-8a74-452a-9683-2c43949f5fdd.jpg?s=360x480,,"Rp525,474.01",35.64,35.64,0,,False,826,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'Purple', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/62/64/fa34d962-9eac-4678-bd8a-08eac94f4c22.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/62/64/fa34d962-9eac-4678-bd8a-08eac94f4c22.jpg', 'selectImg': False}, {'color': 'Blue', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/FC/B9/76a0cb2a-439f-4624-b4a8-f06f7e6360e6.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/FC/B9/76a0cb2a-439f-4624-b4a8-f06f7e6360e6.jpg', 'selectImg': False}, {'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/EF/9C/2f37a919-8a74-452a-9683-2c43949f5fdd.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EF/9C/2f37a919-8a74-452a-9683-2c43949f5fdd.jpg', 'selectImg': False}]",,,
23,1742546,Japanese Character Print Hoodies,SKUF94201,https://sea.newchic.com/hoodies-12200/p-1742546.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/48/63/6bca8532-10c2-41c9-9aea-ac1dcfcc96d7.jpg?s=360x480,,"Rp406,785.29",27.59,27.59,0,,False,6777,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'White', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/2E/6F/98c07b00-3ab4-4dd9-9272-5319eb356057.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/2E/6F/98c07b00-3ab4-4dd9-9272-5319eb356057.jpg', 'selectImg': False}, {'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/1C/0C/2c99514b-1764-4409-bb34-c18674183c99.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/1C/0C/2c99514b-1764-4409-bb34-c18674183c99.jpg', 'selectImg': False}]",,,
24,1788270,100% Cotton Grimace Print T-Shirts,SKUG89761,https://sea.newchic.com/t-shirts-12208/p-1788270.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D2/17/9933e075-d284-45fd-8822-2099dce0af29.jpg?s=360x480,,"Rp220,274.46",14.94,14.94,0,,False,4364,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/33/99/c89376d0-8d71-42ed-8d85-3509e09d814f.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/33/99/c89376d0-8d71-42ed-8d85-3509e09d814f.jpg', 'selectImg': False}, {'color': 'White', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/D2/17/9933e075-d284-45fd-8822-2099dce0af29.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D2/17/9933e075-d284-45fd-8822-2099dce0af29.jpg', 'selectImg': False}, {'color': 'Gray', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/C2/7E/c9e0b095-7d70-4a71-8b4d-e733e752ed86.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C2/7E/c9e0b095-7d70-4a71-8b4d-e733e752ed86.jpg', 'selectImg': False}, {'color': 'Blue', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/4C/A3/e2a92d93-e817-4790-824a-0bcc197f55a9.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/4C/A3/e2a92d93-e817-4790-824a-0bcc197f55a9.jpg', 'selectImg': False}, {'color': 'Yellow', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/6B/9D/913833d2-9630-4680-8755-ff9cd84ba9bb.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6B/9D/913833d2-9630-4680-8755-ff9cd84ba9bb.jpg', 'selectImg': False}, {'color': 'Khaki', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/9D/B7/65ed6811-23a3-419c-9b93-45ba254b752f.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9D/B7/65ed6811-23a3-419c-9b93-45ba254b752f.jpg', 'selectImg': False}]",,,
25,1887716,Rose Print Contrast Hoodies,SKUI40447,https://sea.newchic.com/charmkpr-hoodies-12200/p-1887716.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/10/CB/28bcde1f-8e3f-4e2a-9e88-c674ed6d361b.jpg?s=360x480,"Rp474,607.41","Rp403,394.19",32.19,27.36,15,,False,837,False,"AE,ID,MY,PH,SA,SG,TH,VN",3,1,,,,,1,,,,[],1,"[{'color': 'Khaki', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/6F/7A/54478be8-006a-4ab2-9ecd-c9959e7b654c.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6F/7A/54478be8-006a-4ab2-9ecd-c9959e7b654c.jpg', 'selectImg': False}, {'color': 'White', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/14/6A/52740d7b-c96f-4e3f-8c1c-b01582691451.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/14/6A/52740d7b-c96f-4e3f-8c1c-b01582691451.jpg', 'selectImg': False}, {'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/10/CB/28bcde1f-8e3f-4e2a-9e88-c674ed6d361b.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/10/CB/28bcde1f-8e3f-4e2a-9e88-c674ed6d361b.jpg', 'selectImg': False}]",,,
26,1361733,Cotton Vintage Solid Henley Shirt,SKUA44469,https://sea.newchic.com/henley-shirts-12211/p-1361733.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/ser1/newchic/images/AE/24/8e681346-64cb-432f-8ba1-caa4e8fdfe0c.jpg?s=360x480,"Rp338,963.17","Rp288,096.58",22.99,19.54,15,,False,21093,False,"AE,ID,MY,PH,SA,SG,TH,VN",3,1,,,,,1,,,,[],1,[],,,
27,1901700,Corduroy Colorblock Embroidered Sweatshirts,SKUI43715,https://sea.newchic.com/newchic-sweatshirts-12201/p-1901700.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/15/27/f33b0051-311b-447e-a1af-d1be4e934d13.jpg?s=360x480,"Rp457,651.88","Rp411,945.67",31.04,27.94,10,,False,243,True,"AE,ID,MY,PH,SA,SG,TH,VN",3,1,,,,,1,,,,[],1,"[{'color': 'Yellow', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/53/CE/82642c87-8e98-4261-b7b4-c0029b0f63db.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/53/CE/82642c87-8e98-4261-b7b4-c0029b0f63db.jpg', 'selectImg': False}, {'color': 'Brown', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/35/B0/37c911b2-9924-44dc-a350-08cc1a97d310.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/35/B0/37c911b2-9924-44dc-a350-08cc1a97d310.jpg', 'selectImg': False}, {'color': 'White', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/44/BC/6b720657-5bd4-4962-b5c8-ba541fae24be.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/44/BC/6b720657-5bd4-4962-b5c8-ba541fae24be.jpg', 'selectImg': False}]",,,
28,1825252,Plum Blossom Print Lapel Shirts,SKUH10415,https://sea.newchic.com/shirts-12209/p-1825252.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B4/D5/8e98a18f-b845-46ec-a1fa-f1013623eb5f.jpeg?s=360x480,,"Rp338,963.17",22.99,22.99,0,,False,6194,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/0A/B8/f80dba78-a39d-4446-94b2-34a1a354270b.jpeg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/0A/B8/f80dba78-a39d-4446-94b2-34a1a354270b.jpeg', 'selectImg': False}, {'color': 'White', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/B4/D5/8e98a18f-b845-46ec-a1fa-f1013623eb5f.jpeg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B4/D5/8e98a18f-b845-46ec-a1fa-f1013623eb5f.jpeg', 'selectImg': False}]",,,
29,1646547,Plain Color Striola Chest Pocket Shirts,SKUE37685,https://sea.newchic.com/shirts-12209/p-1646547.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E2/6B/c3b5dc3b-5d9f-4e2f-8d36-d2cecb4c3acf.jpeg?s=360x480,,"Rp288,096.58",19.54,19.54,0,,False,22552,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'Blue', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/E2/6B/c3b5dc3b-5d9f-4e2f-8d36-d2cecb4c3acf.jpeg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/E2/6B/c3b5dc3b-5d9f-4e2f-8d36-d2cecb4c3acf.jpeg', 'selectImg': False}, {'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/F4/B9/2abe8fb7-84c4-457f-b44b-e1ebc4232906.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F4/B9/2abe8fb7-84c4-457f-b44b-e1ebc4232906.jpg', 'selectImg': False}, {'color': 'Green', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/54/5A/18f71d8f-2ed3-4429-98e7-ebec4e4e3f48.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/54/5A/18f71d8f-2ed3-4429-98e7-ebec4e4e3f48.jpg', 'selectImg': False}]",,,
30,1899799,Fleece Patchwork Zipper Jackets,SKUI48442,https://sea.newchic.com/charmkpr-jackets-4972/p-1899799.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/42/44/c5c5e2e3-494f-4fd2-a2c4-70e77e9eceb3.jpg?s=360x480,"Rp619,098.02","Rp557,173.48",41.99,37.79,10,,False,187,False,"AE,ID,MY,PH,SA,SG,TH,VN",3,1,,,,,1,,,,[],1,"[{'color': 'Beige', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/42/44/c5c5e2e3-494f-4fd2-a2c4-70e77e9eceb3.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/42/44/c5c5e2e3-494f-4fd2-a2c4-70e77e9eceb3.jpg', 'selectImg': False}]",,,
31,1728383,Menico Men Handmade Leather Boots,SKUF95722,https://sea.newchic.com/-menico-boots-3618/p-1728383.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/8E/55/1727f485-83c0-4dc8-b2ef-34f868befe40.jpg?s=360x480,"Rp897,758.48","Rp700,337.13",60.89,47.5,22,,False,5148,False,"AE,ID,MY,PH,SA,SG,TH,VN",6,1,,,,,1,,,,[],1,"[{'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/07/3C/0ce59375-097f-4b8f-a407-1038e0e372cd.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/07/3C/0ce59375-097f-4b8f-a407-1038e0e372cd.jpg', 'selectImg': False}, {'color': 'Green', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/32/F4/46ab4936-c290-48b5-93a3-6bd39796c0c1.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/32/F4/46ab4936-c290-48b5-93a3-6bd39796c0c1.jpg', 'selectImg': False}, {'color': 'Brown', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/48/82/b2353ee2-57a1-436f-9345-831f0b69c2c2.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/48/82/b2353ee2-57a1-436f-9345-831f0b69c2c2.jpg', 'selectImg': False}, {'color': 'Khaki', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/6C/86/0ab88793-5531-494b-baa1-e18d6b9fc84a.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6C/86/0ab88793-5531-494b-baa1-e18d6b9fc84a.jpg', 'selectImg': False}]",,,
32,1727997,Colorblock Patchwork Corduroy Shirts,SKUF85419,https://sea.newchic.com/charmkpr-shirts-12209/p-1727997.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/19/B0/d1471323-52fb-4d3d-8101-d45885105f20.jpg?s=360x480,,"Rp508,518.48",34.49,34.49,0,,False,12678,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'Green', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/19/B0/d1471323-52fb-4d3d-8101-d45885105f20.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/19/B0/d1471323-52fb-4d3d-8101-d45885105f20.jpg', 'selectImg': False}, {'color': 'Brown', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/9E/DB/fc331e63-8430-48a8-9905-9acaf978d7a0.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/9E/DB/fc331e63-8430-48a8-9905-9acaf978d7a0.jpg', 'selectImg': False}, {'color': 'Blue', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/BD/09/1805d23b-a3da-4031-9f6e-881cbbeb3cb3.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/BD/09/1805d23b-a3da-4031-9f6e-881cbbeb3cb3.jpg', 'selectImg': False}]",,,
33,1727998,Patchwork Corduroy Shirts,SKUF85418,https://sea.newchic.com/charmkpr-shirts-12209/p-1727998.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EF/F6/1478c0b3-8572-4da2-9d72-8127ec1cae80.jpg?s=360x480,,"Rp508,518.48",34.49,34.49,0,,False,11094,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'Green', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/D5/29/0e0e0ca0-8cfa-4ca0-a2ad-ef1d65fc7fa1.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D5/29/0e0e0ca0-8cfa-4ca0-a2ad-ef1d65fc7fa1.jpg', 'selectImg': False}, {'color': 'Blue', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/B0/7C/87efc38e-5c27-4233-a133-be972ca841cb.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/B0/7C/87efc38e-5c27-4233-a133-be972ca841cb.jpg', 'selectImg': False}, {'color': 'Orange', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/EF/F6/1478c0b3-8572-4da2-9d72-8127ec1cae80.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/EF/F6/1478c0b3-8572-4da2-9d72-8127ec1cae80.jpg', 'selectImg': False}]",,,
34,1739660,Cotton Solid Panda Print T-Shirt,SKUF89224,https://sea.newchic.com/t-shirts-12208/p-1739660.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F3/D9/2869518b-c774-4d81-a15e-ebb5cb0a4f0b.jpg?s=360x480,"Rp288,096.58","Rp244,896.84",19.54,16.61,15,,False,8914,False,"AE,ID,MY,PH,SA,SG,TH,VN",3,1,,,,,1,,,,[],1,"[{'color': 'Gray', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/D2/13/ae9e0748-7f0d-4b33-962f-e8aa594a3a4b.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D2/13/ae9e0748-7f0d-4b33-962f-e8aa594a3a4b.jpg', 'selectImg': False}, {'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/AC/46/c0101b57-b924-4926-ab4c-11aec6b7c533.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/AC/46/c0101b57-b924-4926-ab4c-11aec6b7c533.jpg', 'selectImg': False}, {'color': 'White', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/18/87/93c84de7-71c6-4b42-af24-1cd1033b4386.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/18/87/93c84de7-71c6-4b42-af24-1cd1033b4386.jpg', 'selectImg': False}, {'color': 'Khaki', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/46/9B/85e89f36-2b7e-47e1-9e75-dfc3ce31c473.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/46/9B/85e89f36-2b7e-47e1-9e75-dfc3ce31c473.jpg', 'selectImg': False}]",,,
35,1885197,Corduroy Panel Stitching Shirts,SKUI27266,https://sea.newchic.com/charmkpr-shirts-12209/p-1885197.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F7/D7/69afef92-d8e0-4f04-b1bd-e5e49e0fa4ca.jpg?s=360x480,,"Rp406,785.29",27.59,27.59,0,,False,471,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'Blue', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/F7/D7/69afef92-d8e0-4f04-b1bd-e5e49e0fa4ca.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F7/D7/69afef92-d8e0-4f04-b1bd-e5e49e0fa4ca.jpg', 'selectImg': False}]",,,
36,1841520,Plain Knitted Waffle T-Shirt,SKUH55088,https://sea.newchic.com/charmkpr-t-shirts-12208/p-1841520.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6A/73/993ca074-2846-4fd0-8d1b-cd3595438d96.jpg?s=360x480,"Rp288,096.58","Rp259,345.90",19.54,17.59,10,,False,3397,False,"AE,ID,MY,PH,SA,SG,TH,VN",3,1,,,,,1,,,,[],1,"[{'color': 'Dark Gray', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/30/7F/1f5d564c-c538-467f-bb49-e519f5f2affe.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/30/7F/1f5d564c-c538-467f-bb49-e519f5f2affe.jpg', 'selectImg': False}, {'color': 'Blue', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/F5/32/855631f6-c767-437d-8a2d-df272734759d.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/F5/32/855631f6-c767-437d-8a2d-df272734759d.jpg', 'selectImg': False}, {'color': 'Beige', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/3D/42/f30124b4-3a85-4ffc-8006-1be539ad041e.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/3D/42/f30124b4-3a85-4ffc-8006-1be539ad041e.jpg', 'selectImg': False}, {'color': 'Khaki', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/6A/73/993ca074-2846-4fd0-8d1b-cd3595438d96.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/6A/73/993ca074-2846-4fd0-8d1b-cd3595438d96.jpg', 'selectImg': False}]",,,
37,1869422,Block Stripe Knitted T-Shirts,SKUI00034,https://sea.newchic.com/charmkpr-t-shirts-12208/p-1869422.html,https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C0/DD/1a553e7e-eb8e-41c7-bca7-d3de0e2e570f.jpg?s=360x480,,"Rp305,052.11",20.69,20.69,0,,False,3508,False,"AE,ID,MY,PH,SA,SG,TH,VN",1,0,,,,,1,,,,[],1,"[{'color': 'Blue', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/63/1E/c7ff2a88-4c64-450c-9479-6a7055c0ee33.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/63/1E/c7ff2a88-4c64-450c-9479-6a7055c0ee33.jpg', 'selectImg': False}, {'color': 'Wine Red', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/D1/06/0c7c6e56-71d7-4342-b77c-615cccd52541.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/D1/06/0c7c6e56-71d7-4342-b77c-615cccd52541.jpg', 'selectImg': False}, {'color': 'Coffee', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/5F/1E/2b08396c-e8a1-4a0b-9bc2-630d8f175782.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/5F/1E/2b08396c-e8a1-4a0b-9bc2-630d8f175782.jpg', 'selectImg': False}, {'color': 'Black', 'list_grid': 'https://imgaz1.chiccdn.com/thumb/other_items/oaupload/newchic/images/C0/DD/1a553e7e-eb8e-41c7-bca7-d3de0e2e570f.jpg', 'view': 'https://imgaz1.chiccdn.com/thumb/view/oaupload/newchic/images/C0/DD/1a553e7e-eb8e-41c7-bca7-d3de0e2e570f.jpg', 'selectImg': False}]",,,
